id_paciente,cns,nome,data_nascimento,sexo,idade,id_bairro,dum
3808,765781391058505,Maria Clara Garcia,1981-10-18,F,42,5,2022-10-25
3809,722572572067910,Bruna Vasconcelos,1977-05-01,F,46,3,
3810,767073544799810,Dr. Cauê Pinto,2000-03-09,M,23,8,
3811,740579018944987,Dr. Thales Azevedo,1959-08-31,M,64,5,
3812,797727365095925,Sra. Ana Luiza Ribeiro,1984-09-11,F,39,5,
3813,756973092621492,Ana Marques,1975-03-01,F,48,2,
3814,744011012559389,Júlia Ramos,2020-08-27,F,3,5,
3815,787599560679879,Dra. Kamilly Marques,1951-09-08,F,72,8,
3816,759913034535658,Dra. Ana Clara Oliveira,1998-10-19,F,25,10,
3817,747237691215737,Pietro Barbosa,1983-03-10,M,40,10,
3818,715034711296414,Maria Luiza Silva,2004-02-29,F,19,2,2023-03-09
3819,771685901671317,Ana Julia da Conceição,1960-07-02,F,63,8,
3820,738334773522634,Dra. Rebeca Peixoto,1965-10-20,F,58,8,
3821,756064796518621,Dra. Rebeca Jesus,1994-10-06,F,29,1,
3822,753063408594717,Srta. Heloisa Cunha,2010-03-29,F,13,6,
3823,715563810032102,Fernanda da Rosa,2011-12-13,F,12,2,
3824,732759056382029,Melina Rios,1964-05-25,F,59,9,
3825,784026571538035,João Miguel Oliveira,1951-11-14,M,72,9,
3826,715735074332708,Noah da Rosa,1945-08-10,M,78,1,
3827,786893901099369,Leandro Melo,2016-07-29,M,7,10,
3828,757498581561700,Dr. Henry Sá,1990-07-20,M,33,1,
3829,760253043607300,Ísis Lima,1975-10-28,F,48,4,
3830,779876055150334,Liz Vasconcelos,1985-02-22,F,38,1,
3831,787151359224298,Ana Liz Pimenta,1958-07-29,F,65,7,
3832,744939018915917,Isabel Alves,1991-03-15,F,32,2,
3833,769434224073042,Fernanda Garcia,1946-11-08,F,77,3,
3834,795427957013599,Henry Silva,1975-11-06,M,48,4,
3835,728234222390633,Luan Souza,1955-03-30,M,68,4,
3836,739558859261892,Dra. Maria Isis Sá,1979-03-17,F,44,5,
3837,756666380737792,Letícia Oliveira,1946-03-29,F,77,1,
3838,795563643579641,Isabelly Silva,1940-09-16,F,83,3,
3839,774162225046139,Sr. João Pedro das Neves,1963-12-13,M,60,5,
3840,759516419153570,Srta. Olivia Guerra,1941-04-02,F,82,1,
3841,737029760297182,Marcos Vinicius Borges,2010-09-06,M,13,10,
3842,715668640585871,Dra. Zoe Montenegro,1960-07-14,F,63,3,
3843,712483544390621,Heloisa Mendes,1978-02-26,F,45,4,
3844,762988838850701,Amanda Abreu,1962-03-15,F,61,5,
3845,749920928403998,Yuri Barbosa,1981-09-11,M,42,1,
3846,771132818936782,Theodoro Pinto,1995-11-28,M,28,5,
3847,797817571561674,Luísa Vasconcelos,1995-01-19,F,28,8,
3848,772522775629735,Bianca da Rosa,1972-02-06,F,51,1,
3849,736989104592818,Sarah da Rocha,2020-06-18,F,3,3,
3850,766377823754107,Zoe Pinto,1943-06-19,F,80,4,
3851,760679685601547,Juan Leão,1983-09-12,M,40,4,
3852,714174554520170,Srta. Ana Carolina Martins,2013-04-13,F,10,4,
3853,761955773855960,Mariana Sampaio,2024-04-25,F,-1,7,
3854,795349849766855,Esther Fernandes,1974-05-26,F,49,5,
3855,793868210876502,Leonardo Abreu,1964-08-18,M,59,4,
3856,718197917734988,Emilly Barbosa,1955-09-30,F,68,8,
3857,786019207231835,Dr. José Albuquerque,1953-08-17,M,70,9,
3858,753024292791596,Cauã Silva,2017-08-15,M,6,8,
3859,784141384841959,Maria Araújo,1953-03-17,F,70,8,
3860,798536578345668,Samuel Barbosa,1966-08-30,M,57,4,
3861,728794268093400,Heloisa Garcia,2003-05-25,F,20,6,2023-01-07
3862,752203518722942,Catarina da Rosa,1992-02-28,F,31,6,
3863,757689298459498,Luara Pacheco,1996-04-06,F,27,1,
3864,764510655652014,Guilherme Cavalcanti,1948-03-21,M,75,8,
3865,742863790696939,Manuella Vargas,2000-11-28,F,23,9,
3866,791760327080930,Gabriela Fernandes,1965-01-10,F,58,3,
3867,792601837482547,Cauã Cirino,1956-10-27,M,67,7,
3868,737214986988292,Pietro Pimenta,1973-09-01,M,50,5,
3869,783096395129373,Melissa Vargas,2019-05-12,F,4,3,
3870,757332459234398,Brenda Santos,1942-04-14,F,81,3,
3871,714618263324608,Marcos Vinicius Macedo,2000-01-03,M,23,1,
3872,751874538420231,Heloisa Vargas,1967-03-06,F,56,8,
3873,722054296959340,Sra. Camila Barros,1992-03-10,F,31,3,
3874,768988448398427,Hadassa Guerra,2021-08-29,F,2,6,
3875,752297563904646,Juliana Vargas,2023-09-23,F,0,4,
3876,774624503706945,Miguel da Conceição,1996-03-03,M,27,8,
3877,792863530959579,Kamilly Camargo,1983-07-11,F,40,6,
3878,773490909357620,Maria Júlia Gonçalves,1978-05-29,F,45,7,
3879,773040485424186,Marina Lopes,2025-08-29,F,-2,6,
3880,770176370735489,Leandro Gomes,2002-05-03,M,21,8,
3881,723848158417405,Vitor Gabriel Peixoto,1969-10-20,M,54,6,
3882,726706891743687,Diego Cassiano,1985-04-24,M,38,2,
3883,785439351902906,André Santos,1992-11-17,M,31,7,
3884,799581871995327,Isaque Cirino,2015-07-26,M,8,9,
3885,791440224055557,Gustavo Souza,1953-04-25,M,70,3,
3886,714719028072710,Lavínia da Costa,1974-09-16,F,49,1,
3887,768484755501244,Mirella Gonçalves,2018-12-31,F,5,2,
3888,738801911632010,João Pedro Araújo,1973-01-08,M,50,6,
3889,719584257943693,Laís Vieira,1954-08-07,F,69,8,
3890,720171122084246,Lara Moraes,1955-09-11,F,68,6,
3891,753012127633401,Theodoro Souza,1962-10-30,M,61,8,
3892,748497969541593,Giovanna Araújo,1950-07-15,F,73,6,
3893,736719547248973,Maria Júlia Ferreira,1943-05-27,F,80,10,
3894,747595373316578,Yuri Cassiano,1952-11-18,M,71,5,
3895,779349303346303,Mariah Lopes,1982-10-29,F,41,3,
3896,738295135400106,Miguel Nunes,2003-05-28,M,20,5,
3897,758311756024335,Júlia Barros,1967-02-10,F,56,8,
3898,771755132478297,Sofia Cassiano,2018-02-08,F,5,1,
3899,737604728771292,Sr. Ravy Costela,1941-03-31,M,82,1,
3900,739484226080675,Beatriz Barros,1958-09-18,F,65,8,
3901,770596810290600,Ana Luiza Freitas,2005-07-17,F,18,6,
3902,734271046691082,Fernando da Rosa,1955-03-07,M,68,3,
3903,796773856668189,Clara Souza,1978-06-16,F,45,7,
3904,739832145460069,Yago Mendes,1990-05-21,M,33,4,
3905,779508595319567,Dra. Maria Laura Sales,2025-11-21,F,-2,2,
3906,722567639643770,Maria Clara da Paz,1991-08-05,F,32,9,
3907,768877215711604,Maria Cecília Costa,2025-05-24,F,-2,7,
3908,749138042236518,Maitê Almeida,1947-01-20,F,76,3,
3909,798828200203596,Luiz Felipe Camargo,1989-01-16,M,34,10,
3910,778815696540135,Erick Moreira,2013-10-22,M,10,4,
3911,717849384046449,Yasmin Cavalcanti,1945-09-05,F,78,1,
3912,727834558439121,Sr. João Felipe Rezende,2016-02-23,M,7,8,
3913,770126189975893,Benício Fogaça,2021-07-04,M,2,6,
3914,742923936907617,Milena Moreira,1964-07-11,F,59,4,
3915,754596255906487,Valentim Oliveira,1943-02-06,M,80,2,
3916,788910425546518,Sabrina Guerra,1990-04-29,F,33,7,
3917,796658450140245,Davi Lucas Santos,2012-11-13,M,11,2,
3918,790144348475383,André Correia,1991-05-01,M,32,7,
3919,793623939652673,Dra. Ana Laura Almeida,1954-10-13,F,69,2,
3920,783763721997782,Clarice Cunha,1955-03-26,F,68,6,
3921,799535759253358,Alexia da Costa,2007-02-25,F,16,10,
3922,767628139983104,José Novais,1945-05-31,M,78,1,
3923,771742957714638,Evelyn Alves,1957-06-15,F,66,10,
3924,766682417265711,Luara Lopes,1965-12-21,F,58,4,
3925,735758976860475,Dra. Julia Andrade,1972-02-21,F,51,8,
3926,716544150378791,Beatriz Correia,1997-12-10,F,26,10,
3927,777656516846526,Calebe Freitas,1985-07-01,M,38,10,
3928,741255800694474,Leonardo Moreira,1984-11-08,M,39,3,
3929,734755245359148,Sophia Monteiro,2010-03-06,F,13,10,
3930,745659313041257,Lavínia Jesus,2019-12-24,F,4,8,
3931,770423369699436,Leandro Casa Grande,1973-11-25,M,50,8,
3932,777511093970654,Gabrielly Sá,1966-02-05,F,57,2,
3933,792267996184769,Caio Costa,1965-10-31,M,58,7,
3934,780341522061447,Marcelo Casa Grande,1941-02-19,M,82,7,
3935,755950766926619,Cecília Gonçalves,1954-03-28,F,69,4,
3936,776990142597371,Manuela Cirino,1992-04-01,F,31,4,2022-09-21
3937,742318579556751,Olivia Vasconcelos,2011-09-15,F,12,8,
3938,719368671026138,Vitória Nascimento,2007-11-25,F,16,6,
3939,732060723351722,Eloah Cardoso,1992-08-31,F,31,5,2022-10-05
3940,762609354887106,Elisa Gomes,1956-11-28,F,67,7,
3941,780015146991063,Camila Pimenta,1988-01-03,F,35,10,
3942,740370635466203,Luiz Otávio Silveira,2013-07-18,M,10,7,
3943,722708091784107,Ana Vitória Camargo,2014-02-18,F,9,6,
3944,729108467092918,Srta. Natália Silva,2004-01-07,F,19,3,
3945,752818254846105,Ana Luiza Azevedo,1973-12-26,F,50,5,
3946,748980694622171,Maria Luísa da Costa,2009-06-06,F,14,2,
3947,765274837542354,Maria Júlia Nascimento,2001-02-06,F,22,9,2022-08-10
3948,771956227368924,Juan das Neves,1985-11-28,M,38,5,
3949,734489450397103,José Pedro Teixeira,2018-07-29,M,5,5,
3950,755927910152827,Raquel Pires,2015-11-05,F,8,8,
3951,773060548915157,Bianca Borges,2010-01-03,F,13,10,
3952,722063403811453,Luiza Costela,1996-08-23,F,27,2,
3953,772997606541691,Hellena Teixeira,1975-12-09,F,48,9,
3954,782494472219369,Juliana Carvalho,1960-12-03,F,63,9,
3955,757136874923873,Camila Araújo,1970-05-24,F,53,8,
3956,763647432580893,Mariah Pimenta,1962-01-06,F,61,6,
3957,767740326276666,Leonardo Sá,2013-05-22,M,10,10,
3958,747943695555006,Caroline Correia,1959-03-19,F,64,1,
3959,776566457386107,Gabrielly Teixeira,1955-05-15,F,68,2,
3960,725359649625856,Daniela Pinto,1981-12-13,F,42,7,2023-02-01
3961,790917934546366,Benjamin Gonçalves,1999-11-29,M,24,6,
3962,740404433972176,Léo Casa Grande,2002-02-24,M,21,4,
3963,771102492728560,Gael Henrique Ferreira,1986-06-24,M,37,9,
3964,739865166102614,Emanuella Oliveira,1991-03-15,F,32,8,
3965,747039992205965,Dra. Heloisa Oliveira,1953-04-21,F,70,1,
3966,745829184587852,Isadora Vargas,1957-11-09,F,66,10,
3967,714582477170471,Bruno Cavalcanti,2010-01-03,M,13,5,
3968,736253487140898,Marina Ferreira,1968-04-01,F,55,3,
3969,765716202550505,Melissa Araújo,2015-12-25,F,8,1,
3970,799276216334337,Caleb Teixeira,2018-06-07,M,5,2,
3971,743543366685226,Esther Duarte,1992-02-26,F,31,7,
3972,729612223004789,Letícia Cardoso,1956-07-02,F,67,9,
3973,794023835054901,Sra. Lunna Viana,2001-01-22,F,22,7,2022-08-25
3974,784025700021649,Gael Fernandes,1958-10-21,M,65,2,
3975,766006427203335,Rhavi Oliveira,1953-06-08,M,70,10,
3976,718375525638040,Arthur Miguel Marques,1988-02-26,M,35,2,
3977,776909953891029,Maria Luiza Aragão,1956-03-21,F,67,2,
3978,711038616969828,José Ramos,1995-01-16,M,28,4,
3979,767757363574824,Rodrigo Machado,1993-07-19,M,30,7,
3980,733799096860843,Benjamim Teixeira,1994-10-10,M,29,9,
3981,768496950193010,Davi Miguel da Cruz,2010-09-30,M,13,4,
3982,753466154029892,Sra. Ágatha Barros,2002-04-30,F,21,9,2022-11-25
3983,798903281376333,Srta. Maria Vitória Novaes,1952-02-18,F,71,3,
3984,744301380011859,Maysa Viana,1984-10-10,F,39,9,
3985,726633063113092,Gabriela Cavalcante,2019-08-01,F,4,7,
3986,782249610630330,Maria Moura,2007-07-17,F,16,3,
3987,723892505262849,Antony da Luz,1984-01-29,M,39,10,
3988,740192949145358,Anthony Gabriel da Mota,1945-10-28,M,78,9,
3989,748775356145390,Vitor Gabriel Borges,1984-11-11,M,39,5,
3990,726437579898381,Hellena Lima,2008-11-07,F,15,2,
3991,755622531743172,Paulo Caldeira,2006-10-21,M,17,8,
3992,718989421875166,Maria Eduarda da Conceição,2008-10-03,F,15,3,
3993,727963978924802,Cecília Lopes,1995-06-01,F,28,9,
3994,771429225203091,Ana Laura Costa,1970-02-13,F,53,3,
3995,748354118905156,Nicole Duarte,2015-09-20,F,8,2,
3996,720540197977429,Diogo Alves,1956-02-19,M,67,4,
3997,719519538920344,Ana Cecília Almeida,2006-07-08,F,17,2,
3998,784734998450483,Laís Pacheco,1974-08-24,F,49,2,
3999,779844116772862,Yago Oliveira,2009-09-07,M,14,1,
4000,778040679788251,Davi Luiz Leão,1960-08-22,M,63,5,
4001,725027965849761,Maria Vitória Ramos,1987-04-26,F,36,4,
4002,777509545991477,Dr. Davi da Rosa,1982-10-19,M,41,10,
4003,771873870988603,Ravi Lucca Farias,2021-09-21,M,2,8,
4004,797957911062823,Levi Correia,1981-01-25,M,42,1,
4005,738519789305245,Yuri Brito,2011-10-21,M,12,1,
4006,767348313375088,Otto Siqueira,1988-07-18,M,35,1,
4007,766755566330224,Daniel Albuquerque,1963-09-28,M,60,7,
4008,720095909283470,Marcos Vinicius Barros,2002-02-12,M,21,8,
4009,761383964028275,Léo Barros,2009-10-08,M,14,10,
4010,756363620041212,Sra. Antonella Brito,1994-02-08,F,29,7,
4011,710860125905602,Pietra Garcia,1973-11-21,F,50,9,
4012,767795197316627,João Guilherme Peixoto,1966-01-09,M,57,10,
4013,721359229066471,Ana Cecília Pires,2022-04-13,F,1,7,
4014,775795176142977,Hellena Barbosa,1943-07-28,F,80,1,
4015,764726103262724,Srta. Beatriz Azevedo,1978-06-17,F,45,5,
4016,720133060633988,Pietro Nunes,1982-05-31,M,41,3,
4017,765823777354515,Maria Julia Pimenta,2005-04-02,F,18,9,2023-02-13
4018,733655601978748,Bryan Cirino,2021-03-27,M,2,1,
4019,735185269892395,Nicole Sales,1973-11-26,F,50,4,
4020,719659616546161,Srta. Nina Barbosa,1962-09-05,F,61,10,
4021,790963444432862,Asafe da Cunha,2025-10-18,M,-2,10,
4022,765889596326730,Manuella Brito,1951-03-23,F,72,8,
4023,798595562432788,Maria Alice Souza,1989-03-20,F,34,2,2022-08-16
4024,760791137779401,Juliana Sampaio,1973-12-31,F,50,5,
4025,752620054176192,Sr. Diogo Moura,1994-12-02,M,29,5,
4026,793129624766656,Isis Duarte,1959-10-31,F,64,4,
4027,799357356426989,Sr. Enzo Pereira,2001-07-10,M,22,8,
4028,745187928214364,Gustavo Henrique Aparecida,2014-09-10,M,9,3,
4029,790211966484544,Zoe Macedo,1993-10-29,F,30,4,
4030,718993284403218,Bruna da Cunha,1959-02-04,F,64,2,
4031,726343041767764,Isaque Cirino,1976-01-14,M,47,4,
4032,712111470948633,Anna Liz Freitas,1963-03-31,F,60,9,
4033,757141332878677,Srta. Rebeca da Cunha,1972-05-09,F,51,8,
4034,750518996114623,Davi Luiz Fonseca,2013-07-29,M,10,8,
4035,738674777104679,Isadora Camargo,1967-01-16,F,56,2,
4036,773938694336303,Dra. Bárbara Camargo,1988-04-02,F,35,6,
4037,777758700857386,Henrique Pacheco,1994-08-26,M,29,9,
4038,739868891343437,Gustavo Henrique Cirino,1952-10-02,M,71,7,
4039,747009604133673,Yago Souza,1971-11-19,M,52,2,
4040,717220677168760,Pietra Gomes,1999-11-01,F,24,4,
4041,789095152679746,Srta. Zoe Gonçalves,1983-01-08,F,40,2,
4042,714001621884637,Dra. Maitê Duarte,2009-10-04,F,14,10,
4043,715431744111534,Isabel Casa Grande,1971-10-13,F,52,6,
4044,799197267649377,Hadassa Teixeira,2019-10-22,F,4,4,
4045,717753434666935,Davi Lucca da Cruz,1978-06-19,M,45,9,
4046,772395586038970,Henry Cardoso,1942-11-23,M,81,7,
4047,751174699795179,Pedro Lucas Nascimento,1983-06-19,M,40,2,
4048,783216297194825,Dra. Vitória da Costa,1971-03-20,F,52,10,
4049,786506544819857,Aurora da Cruz,2024-07-11,F,-1,2,
4050,758372485474681,Ana Luiza Sampaio,1962-04-21,F,61,4,
4051,760758597653149,Catarina Moura,1947-08-12,F,76,4,
4052,726632612825467,Maria Julia das Neves,1944-05-13,F,79,2,
4053,783001772136697,Dr. Leonardo Pinto,2002-08-23,M,21,9,
4054,711490676992693,Ana Liz Abreu,1993-08-02,F,30,4,2022-10-23
4055,740657535500739,Dr. Enzo da Mota,2008-02-11,M,15,8,
4056,782523513800490,Cecilia Sampaio,1957-02-25,F,66,5,
4057,799595605837443,Marcos Vinicius Moreira,1959-04-30,M,64,9,
4058,757855257269593,Ana Vitória Cirino,1995-04-20,F,28,8,2022-09-23
4059,731323144164978,Zoe Almeida,1969-06-17,F,54,7,
4060,750198215934484,Gabrielly Novaes,1981-02-27,F,42,9,
4061,774087200448890,Cecilia Porto,2000-01-14,F,23,1,
4062,777008603098927,Sr. Thiago Aragão,1951-02-19,M,72,2,
4063,717646853809379,Alícia Lopes,1956-08-06,F,67,9,
4064,779105979926217,Alexia Cardoso,2010-01-03,F,13,10,
4065,738716699924761,Lívia Duarte,1955-05-14,F,68,8,
4066,721684869593392,João Vitor Duarte,1957-05-07,M,66,4,
4067,746767260501773,Samuel Abreu,1942-03-15,M,81,8,
4068,713631645705588,Pedro Lucas das Neves,1953-12-08,M,70,4,
4069,743783152008194,Valentina Silva,1943-11-27,F,80,8,
4070,733426444263207,Daniel da Mota,1968-12-14,M,55,6,
4071,720741993896934,Sr. Davi Lucas Costela,2026-01-22,M,-3,6,
4072,793271845011824,Ana Carolina Abreu,2005-06-08,F,18,2,
4073,710407506885062,Isabel Pastor,1967-03-24,F,56,6,
4074,758884314988452,Lucas Pimenta,1976-07-02,M,47,7,
4075,738335467200726,Ana Cecília da Luz,1981-09-03,F,42,9,
4076,753983441201066,Joana Sales,2007-09-22,F,16,7,
4077,767866180995622,Murilo Brito,1982-12-31,M,41,9,
4078,781508902607419,Léo Leão,2021-05-09,M,2,7,
4079,767039835890574,Emanuel Fonseca,1955-01-21,M,68,1,
4080,766487007652754,Mariah Correia,2004-09-08,F,19,4,
4081,765157863076644,Yasmin Pacheco,2016-03-16,F,7,10,
4082,730767830417012,Isadora Caldeira,1988-06-13,F,35,7,2023-02-08
4083,766653612217259,Dra. Elisa Dias,1942-11-09,F,81,8,
4084,782897890463433,Srta. Allana Ramos,1990-07-02,F,33,1,
4085,773445176219397,Ana Júlia Novais,2005-10-05,F,18,3,
4086,739402455615765,Kevin Santos,1954-07-13,M,69,4,
4087,732127044131544,Alice Viana,1979-02-04,F,44,1,
4088,786529909150358,Brayan Barros,1976-08-27,M,47,5,
4089,735697462769876,Isabelly Mendonça,1963-08-12,F,60,9,
4090,733982911308099,Dra. Kamilly Nunes,1941-09-07,F,82,9,
4091,715045580510389,Laís da Cunha,1947-02-18,F,76,2,
4092,745561573256346,Arthur Miguel Nogueira,2020-08-21,M,3,1,
4093,732736735967163,Ravi Lucca Andrade,2005-07-23,M,18,10,
4094,776248942147281,Melissa Campos,2014-05-10,F,9,6,
4095,733874637099022,Clarice Pacheco,2007-09-07,F,16,9,
4096,745319978697587,Igor Alves,1979-01-28,M,44,2,
4097,779224557210991,Benício Nogueira,2001-07-26,M,22,4,
4098,737396064434649,Maria Luísa Moura,2017-09-23,F,6,6,
4099,716565818447571,Maria Vitória Pastor,2026-03-04,F,-3,10,
4100,772204586090534,Otávio Borges,1977-01-18,M,46,2,
4101,794498875076088,Sra. Hadassa da Luz,2024-01-09,F,-1,6,
4102,725445497055963,Júlia Brito,2025-09-07,F,-2,7,
4103,714999435523030,Maria Flor Rezende,1982-11-04,F,41,4,
4104,769595760870860,Luiz Felipe Mendes,2012-01-24,M,11,9,
4105,781810172080301,Maria Julia Nascimento,1977-07-12,F,46,3,
4106,743657855229383,Ana Júlia Cassiano,1985-09-06,F,38,9,
4107,789598974548143,Marcos Vinicius Guerra,1978-10-05,M,45,7,
4108,798621181905165,Maria Júlia Brito,1941-06-25,F,82,10,
4109,764956015302664,Ana Laura Rocha,1971-12-10,F,52,4,
4110,791568586858313,Gustavo Correia,1968-07-29,M,55,10,
4111,792123285378694,Yasmin Porto,1973-05-22,F,50,6,
4112,730532057014045,Ana Julia Pimenta,2025-08-03,F,-2,3,
4113,790403882290076,Luana da Rocha,2019-08-29,F,4,3,
4114,725128516888382,Ana Cecília Nunes,2012-04-17,F,11,4,
4115,794792621125122,Kamilly Pires,1962-01-21,F,61,3,
4116,755380019930042,Sra. Esther Fernandes,2005-05-06,F,18,6,
4117,753743116489527,Carlos Eduardo Cirino,1992-11-24,M,31,2,
4118,748066077329600,Catarina Caldeira,1980-02-16,F,43,1,
4119,718905026105502,Clara Albuquerque,1967-09-13,F,56,1,
4120,793739743674179,Luana da Conceição,1963-01-23,F,60,10,
4121,762698464086564,Heloisa Marques,1946-01-11,F,77,9,
4122,766044690597025,Agatha Pacheco,1953-07-16,F,70,5,
4123,779780166032844,José Miguel Aragão,1945-08-25,M,78,3,
4124,788984775879331,Rhavi Mendes,1957-06-14,M,66,1,
4125,752886059963518,Srta. Maria Laura Almeida,1975-10-17,F,48,10,
4126,763555408234508,Maria Júlia Monteiro,1995-07-17,F,28,10,
4127,758476963006393,Dra. Isabel Moura,1951-05-11,F,72,10,
4128,776679969152218,Gael Casa Grande,1972-09-27,M,51,7,
4129,776706518862016,Amanda Guerra,1987-06-20,F,36,7,
4130,739820518910738,Sr. João Lucas Vargas,2008-12-02,M,15,9,
4131,769867029395215,Emanuelly da Cunha,1941-10-29,F,82,1,
4132,746468676931207,Ana Luiza Câmara,1978-09-29,F,45,1,
4133,779423296555116,Aylla Pacheco,1980-07-04,F,43,9,
4134,728880802490811,Carolina Jesus,1944-06-05,F,79,7,
4135,731432967688683,Ian Moura,1949-07-02,M,74,2,
4136,779915915607165,Dr. Paulo Andrade,2001-09-13,M,22,5,
4137,779105350635949,Henry Gabriel Caldeira,1994-02-01,M,29,8,
4138,793507473545398,Maitê Brito,1972-06-28,F,51,1,
4139,756041571567585,João Lucas Cassiano,2019-09-20,M,4,4,
4140,733668004903715,Sr. Bruno Martins,2009-04-15,M,14,6,
4141,738601381020263,Aylla Pires,2007-01-29,F,16,1,
4142,740095161662853,Dante Nogueira,1972-08-07,M,51,9,
4143,723014797766093,Vinicius Sales,1965-11-25,M,58,10,
4144,712712104572401,Olivia Castro,1945-07-03,F,78,2,
4145,737882347570954,Isabel Fogaça,1970-10-29,F,53,3,
4146,739060597225520,Isabella Silveira,2018-04-23,F,5,3,
4147,797571023307872,Igor Rocha,1958-10-16,M,65,2,
4148,784257632263373,Davi Luiz Câmara,1979-08-12,M,44,2,
4149,724087198370924,Daniela Costa,1959-05-15,F,64,2,
4150,753936852922363,Milena da Conceição,1989-09-15,F,34,3,
4151,799555034481968,Raul Jesus,1959-11-12,M,64,2,
4152,714609425446022,Fernando Leão,1951-10-04,M,72,5,
4153,759496059146062,Lavínia Sá,1967-04-27,F,56,5,
4154,795114537281292,Maria Júlia Caldeira,2018-07-09,F,5,10,
4155,753872444800227,Ian da Conceição,1988-10-26,M,35,2,
4156,773636189668296,Eloá da Conceição,2004-05-20,F,19,4,2023-01-05
4157,719400099733734,Joana Borges,2022-03-07,F,1,9,
4158,740334298094509,Isabella Pimenta,1983-12-11,F,40,1,
4159,766895539531052,Luan Pacheco,2020-08-05,M,3,6,
4160,787265816272337,José Pedro Ribeiro,1993-06-25,M,30,1,
4161,775471012689237,Ayla da Mota,2002-03-19,F,21,4,
4162,770419240449340,Ana Clara Lopes,1966-11-06,F,57,8,
4163,745146993396739,Srta. Isabella Barbosa,1962-03-10,F,61,8,
4164,796734240877426,Srta. Ana Sophia Freitas,1984-03-12,F,39,5,
4165,728930078702765,Kamilly Vasconcelos,2002-07-10,F,21,2,2023-01-22
4166,753915591569477,Lara Carvalho,1992-03-30,F,31,9,
4167,792373668420386,Ana Carolina Moraes,1988-05-13,F,35,9,
4168,710455904428748,Ana Vitória Sampaio,2015-08-23,F,8,2,
4169,769125577312948,Melina Sousa,2016-01-12,F,7,4,
4170,755268054233270,Léo Barbosa,2004-07-08,M,19,9,
4171,727608176854315,Sophia Alves,2023-11-28,F,0,4,
4172,761924056212927,Nina Sousa,1972-09-20,F,51,3,
4173,767868259637422,Ana Clara Barbosa,1954-11-16,F,69,7,
4174,791341271221074,Benjamim Camargo,2023-08-08,M,0,2,
4175,767171539745645,Ísis Duarte,1941-01-17,F,82,5,
4176,732928959171219,Milena Ribeiro,1948-08-30,F,75,6,
4177,730199158812759,Sr. Theo Nunes,1945-06-04,M,78,7,
4178,773769453470093,Olivia Carvalho,1946-08-17,F,77,3,
4179,765817858996005,Dr. Benjamim Rios,2001-02-10,M,22,4,
4180,759627236746672,Srta. Ágatha Porto,2006-03-13,F,17,7,
4181,798283043274886,Bárbara Viana,1970-11-18,F,53,8,
4182,744022144704454,Dr. Luiz Fernando Souza,1997-01-22,M,26,5,
4183,737602293834567,Hellena Nogueira,1955-03-06,F,68,10,
4184,764161696755279,Ana Silveira,1971-05-23,F,52,8,
4185,764177487139342,Maria Liz Machado,2024-07-04,F,-1,2,
4186,719946277769959,Júlia Leão,2006-11-27,F,17,3,
4187,788034427630881,Aylla Sampaio,2016-11-17,F,7,10,
4188,798536131300674,Isabella Lima,1960-09-01,F,63,5,
4189,772322617457069,Dra. Ana Lívia Correia,2020-04-15,F,3,5,
4190,747058260370388,Lara da Cruz,2017-03-15,F,6,2,
4191,729819231224857,Dr. Caleb Dias,2021-06-14,M,2,8,
4192,719419696217554,Benjamin Porto,1993-07-04,M,30,1,
4193,774363470559374,André Santos,1948-02-05,M,75,4,
4194,711468590096764,Stella Novaes,2011-07-15,F,12,3,
4195,736038001789764,Lavínia Barros,1984-08-09,F,39,7,
4196,720815377161975,Vitória Siqueira,2020-12-22,F,3,1,
4197,768474852802576,Caio Duarte,2023-12-04,M,0,8,
4198,774401501963802,Sofia Alves,1941-01-27,F,82,10,
4199,785667309254110,Sra. Ana Lívia Oliveira,2023-01-18,F,0,8,
4200,730719309699007,Maria Clara da Rosa,2003-01-29,F,20,7,
4201,778166674024201,Josué Siqueira,1951-07-02,M,72,3,
4202,713999673429582,Evelyn Souza,2020-01-24,F,3,7,
4203,797163419570105,Luna Jesus,1973-08-27,F,50,8,
4204,710591130042203,Maria Alice Sales,1965-10-28,F,58,4,
4205,781165203301081,Rafael Cavalcante,1987-07-31,M,36,1,
4206,742888325416933,Mariana Sales,2025-05-21,F,-2,10,
4207,718968828033258,Dr. Gael Gonçalves,1949-03-18,M,74,7,
4208,732905570658013,Ana Vitória da Conceição,1976-02-28,F,47,2,
4209,790603047649562,Sra. Lorena Cassiano,1996-04-17,F,27,5,
4210,737106887367935,Maria Clara Almeida,1961-04-11,F,62,6,
4211,768420264995055,Kevin da Mota,1970-07-29,M,53,10,
4212,764658205777407,Heloisa Camargo,1981-10-02,F,42,5,2022-08-16
4213,753652124071626,Isabella Ramos,2020-04-17,F,3,8,
4214,751697570466453,Dra. Maria Sophia Borges,1945-11-29,F,78,4,
4215,759063727778877,Francisco Pires,1951-11-08,M,72,9,
4216,717974027258150,Dr. Noah Silveira,1980-12-30,M,43,9,
4217,787396389414529,Arthur Nascimento,1999-02-03,M,24,10,
4218,764255171009357,Ana Lívia Lima,1977-07-30,F,46,5,
4219,757940842574929,Maria Isis Teixeira,1944-02-08,F,79,1,
4220,793091677191170,Ana Sophia Vieira,1983-05-18,F,40,9,2023-03-27
